Order_ID,Product_ID,Quantity,Revenue
2553,9,4,179460
2553,7,5,145905
2553,2,3,55245
2554,6,1,20473
2554,6,4,81892
2555,4,2,59512
2555,1,4,191880
2555,7,3,87543
2555,8,4,174152
2556,6,4,81892
2556,9,3,134595
2556,10,5,241940
2557,2,4,73660
2557,2,4,73660
2558,7,1,29181
2558,5,3,113157
2558,10,4,193552
2559,6,5,102365
2559,9,3,134595
2560,8,3,130614
2561,6,2,40946
2562,10,5,241940
2562,7,3,87543
2563,6,5,102365
2564,4,4,119024
2565,1,5,239850
2566,5,4,150876
2566,5,5,188595
2566,4,3,89268
2566,8,3,130614
2567,10,3,145164
2567,10,3,145164
2567,2,2,36830
2568,9,5,224325
2568,9,2,89730
2569,5,2,75438
2569,10,3,145164
2569,8,3,130614
2569,4,3,89268
2570,9,4,179460
2570,9,4,179460
2570,10,3,145164
2571,10,4,193552
2571,9,1,44865
2572,5,3,113157
2572,3,4,155092
2572,10,2,96776
2572,7,1,29181
2573,4,2,59512
2573,5,5,188595
2573,7,2,58362
2573,1,4,191880
2574,1,4,191880
2574,2,1,18415
2575,10,5,241940
2575,6,3,61419
2575,4,4,119024
2575,8,5,217690
2576,4,2,59512
2576,2,1,18415
2576,7,5,145905
2577,7,4,116724
2577,8,1,43538
2577,7,4,116724
2578,10,1,48388
2578,4,2,59512
2579,8,4,174152
2579,5,4,150876
2580,6,5,102365
2580,3,2,77546
2581,3,2,77546
2581,9,5,224325
2582,8,5,217690
2582,3,1,38773
2582,1,3,143910
2583,9,5,224325
2583,7,5,145905
2584,3,5,193865
2584,5,2,75438
2584,6,4,81892
2584,4,4,119024
2585,7,5,145905
2585,6,4,81892
2586,1,5,239850
2586,9,5,224325
2586,7,2,58362
2587,9,5,224325
2587,6,4,81892
2588,10,3,145164
2589,2,5,92075
2589,2,1,18415
2589,6,2,40946
2589,8,3,130614
2590,7,2,58362
2591,10,3,145164
2591,10,5,241940
2591,8,4,174152
2591,5,5,188595
2592,10,2,96776
2592,8,4,174152
2592,5,4,150876
2592,9,1,44865
2593,3,4,155092
2593,8,2,87076
2593,10,3,145164
2594,1,5,239850
2594,10,2,96776
2594,1,2,95940
2595,6,4,81892
2595,4,5,148780
2595,8,4,174152
2595,4,1,29756
2596,8,4,174152
2597,9,1,44865
2597,9,3,134595
2597,3,3,116319
2597,2,4,73660
2598,1,1,47970
2598,8,2,87076
2598,2,3,55245
2599,1,3,143910
2599,8,3,130614
2599,10,4,193552
2599,6,3,61419
2600,9,4,179460
2600,8,3,130614
2600,8,3,130614
2601,2,3,55245
2602,5,5,188595
2602,3,3,116319
2603,6,3,61419
2604,4,5,148780
2605,10,2,96776
2606,7,4,116724
2607,1,4,191880
2607,9,4,179460
2607,10,5,241940
2608,5,4,150876
2609,6,3,61419
2610,1,3,143910
2610,9,3,134595
2610,9,4,179460
2610,1,4,191880
2611,4,1,29756
2611,6,5,102365
2611,5,4,150876
2612,1,2,95940
2612,9,1,44865
2613,7,3,87543
2613,6,3,61419
2613,1,3,143910
2613,2,3,55245
2614,3,1,38773
2615,9,5,224325
2615,3,2,77546
2615,3,4,155092
2616,2,5,92075
2617,3,4,155092
2617,3,4,155092
2618,5,2,75438
2619,3,5,193865
2619,2,1,18415
2619,10,1,48388
2619,5,1,37719
2620,9,3,134595
2621,7,3,87543
2621,1,2,95940
2621,6,2,40946
2622,9,4,179460
2622,6,1,20473
2623,9,1,44865
2623,9,2,89730
2623,1,2,95940
2624,9,2,89730
2624,2,5,92075
2624,2,5,92075
2625,2,1,18415
2626,10,5,241940
2627,8,5,217690
2627,8,5,217690
2627,3,5,193865
2628,2,2,36830
2628,1,4,191880
2628,3,1,38773
2629,5,1,37719
2629,6,2,40946
2629,2,2,36830
2630,1,4,191880
2630,9,2,89730
2630,3,3,116319
2630,9,4,179460
2631,1,2,95940
2631,7,3,87543
2631,3,5,193865
2631,1,1,47970
2632,7,1,29181
2632,8,1,43538
2633,4,3,89268
2633,2,5,92075
2633,7,3,87543
2633,1,4,191880
2634,6,4,81892
2634,7,4,116724
2634,3,5,193865
2634,8,2,87076
2635,6,4,81892
2635,4,1,29756
2635,8,2,87076
2636,10,1,48388
2636,1,2,95940
2637,6,4,81892
2637,4,3,89268
2638,1,2,95940
2638,2,5,92075
2638,5,2,75438
2638,10,5,241940
2639,5,1,37719
2640,8,2,87076
2640,2,3,55245
2640,5,4,150876
2640,6,1,20473
2641,8,2,87076
2641,3,3,116319
2641,3,4,155092
2641,2,4,73660
2642,5,4,150876
2642,3,2,77546
2643,9,1,44865
2643,1,1,47970
2643,1,4,191880
2644,8,3,130614
2644,8,4,174152
2645,9,3,134595
2645,4,4,119024
2646,8,5,217690
2646,9,5,224325
2646,3,2,77546
2646,5,3,113157
2647,2,2,36830
2647,7,4,116724
2648,4,5,148780
2648,7,1,29181
2648,8,5,217690
2649,10,3,145164
2649,2,2,36830
2650,1,3,143910
2650,9,2,89730
2650,4,5,148780
2651,5,5,188595
2651,2,2,36830
2652,9,5,224325
2653,1,4,191880
2653,2,3,55245
2653,3,3,116319
2654,10,3,145164
2654,7,5,145905
2654,9,2,89730
2655,1,3,143910
2655,2,4,73660
2656,6,1,20473
2656,9,3,134595
2656,6,1,20473
2657,5,1,37719
2657,9,4,179460
2657,8,1,43538
2658,5,1,37719
2659,9,5,224325
2659,5,1,37719
2660,1,4,191880
2660,8,2,87076
2660,1,1,47970
2660,8,3,130614
2661,5,4,150876
2662,5,2,75438
2662,8,1,43538
2663,3,5,193865
2664,5,5,188595
2664,2,2,36830
2664,2,5,92075
2665,10,2,96776
2666,9,3,134595
2666,2,3,55245
2666,5,3,113157
2666,1,1,47970
2667,8,4,174152
2667,7,4,116724
2667,9,3,134595
2667,8,3,130614
2668,6,5,102365
2668,10,1,48388
2668,8,5,217690
2669,10,4,193552
2669,9,5,224325
2670,7,5,145905
2670,9,2,89730
2670,2,2,36830
2670,8,5,217690
2671,6,2,40946
2672,9,4,179460
2672,6,2,40946
2672,3,2,77546
2672,6,1,20473
2673,1,5,239850
2673,7,3,87543
2674,5,5,188595
2675,7,3,87543
2675,5,5,188595
2676,5,2,75438
2676,2,1,18415
2676,8,3,130614
2676,4,1,29756
2677,8,4,174152
2678,1,4,191880
2678,8,5,217690
2679,10,4,193552
2679,4,5,148780
2679,6,2,40946
2680,3,2,77546
2680,3,2,77546
2680,3,5,193865
2680,6,1,20473
2681,9,2,89730
2681,2,3,55245
2681,7,4,116724
2681,3,4,155092
2682,1,3,143910
2682,9,1,44865
2682,10,1,48388
2683,3,1,38773
2683,4,2,59512
2683,6,2,40946
2683,1,2,95940
2684,1,3,143910
2684,4,4,119024
2684,1,3,143910
2684,6,1,20473
2685,1,2,95940
2686,6,2,40946
2686,9,3,134595
2686,2,3,55245
2686,6,4,81892
2687,10,4,193552
2687,2,4,73660
2687,5,3,113157
2687,9,5,224325
2688,3,2,77546
2688,3,4,155092
2689,5,1,37719
2689,9,1,44865
2689,10,4,193552
2689,9,2,89730
2690,1,4,191880
2690,1,4,191880
2690,5,3,113157
2691,8,4,174152
2692,5,4,150876
2692,3,2,77546
2692,3,1,38773
2692,5,1,37719
2693,5,5,188595
2693,5,5,188595
2693,6,2,40946
2693,9,2,89730
2694,3,5,193865
2694,9,1,44865
2694,6,4,81892
2694,5,5,188595
2695,1,1,47970
2696,2,2,36830
2696,5,4,150876
2697,5,3,113157
2697,4,4,119024
2697,6,3,61419
2698,3,4,155092
2698,1,5,239850
2698,8,3,130614
2698,10,2,96776
2699,10,1,48388
2700,3,1,38773
2700,10,1,48388
2701,10,4,193552
2701,1,1,47970
2701,2,4,73660
2701,2,4,73660
2702,5,5,188595
2703,9,2,89730
2703,9,5,224325
2703,4,2,59512
2704,10,1,48388
2704,7,3,87543
2704,4,4,119024
2704,6,1,20473
2705,3,1,38773
2705,1,1,47970
2706,8,2,87076
2706,10,1,48388
2707,7,4,116724
2708,1,5,239850
2708,1,5,239850
2708,2,4,73660
2708,3,2,77546
2709,2,1,18415
2709,6,3,61419
2709,6,2,40946
2710,7,5,145905
2710,10,3,145164
2710,3,5,193865
2710,6,4,81892
2711,7,1,29181
2711,4,4,119024
2711,8,4,174152
2711,9,2,89730
2712,6,1,20473
2712,10,4,193552
2712,8,4,174152
2713,10,4,193552
2713,6,5,102365
2713,8,3,130614
2714,1,2,95940
2715,8,3,130614
2715,1,2,95940
2715,10,5,241940
2715,3,3,116319
2716,9,2,89730
2716,8,3,130614
2716,7,4,116724
2717,7,2,58362
2717,10,2,96776
2717,8,1,43538
2718,10,2,96776
2718,3,4,155092
2718,6,2,40946
2719,4,1,29756
2720,4,1,29756
2720,7,5,145905
2721,10,3,145164
2721,7,2,58362
2721,6,3,61419
2721,9,5,224325
2722,5,3,113157
2722,7,1,29181
2723,4,1,29756
2724,6,2,40946
2724,6,4,81892
2725,1,3,143910
2725,6,5,102365
2726,9,2,89730
2726,2,4,73660
2726,8,4,174152
2727,5,3,113157
2727,5,4,150876
2728,5,1,37719
2728,6,4,81892
2728,5,2,75438
2728,10,2,96776
2729,9,3,134595
2729,10,1,48388
2730,4,5,148780
2730,3,2,77546
2730,9,4,179460
2731,3,1,38773
2731,1,5,239850
2732,6,3,61419
2732,8,5,217690
2732,9,3,134595
2732,1,2,95940
2733,2,1,18415
2733,2,1,18415
2733,5,1,37719
2733,1,2,95940
2734,4,5,148780
2735,4,4,119024
2735,10,2,96776
2735,8,5,217690
2735,10,1,48388
2736,9,3,134595
2736,3,5,193865
2736,8,3,130614
2736,10,4,193552
2737,10,2,96776
2737,5,5,188595
2738,5,4,150876
2738,7,3,87543
2738,4,4,119024
2738,3,2,77546
2739,5,2,75438
2739,2,4,73660
2740,8,4,174152
2740,1,5,239850
2741,4,3,89268
2741,9,4,179460
2742,8,2,87076
2742,8,5,217690
2743,1,4,191880
2743,1,2,95940
2744,6,1,20473
2744,9,1,44865
2745,10,2,96776
2745,10,4,193552
2746,8,4,174152
2747,5,4,150876
2747,10,4,193552
2747,1,1,47970
2748,5,2,75438
2749,3,5,193865
2749,8,4,174152
2749,8,5,217690
2750,5,5,188595
2751,1,5,239850
2752,2,5,92075
2752,7,3,87543
2753,2,5,92075
2753,9,4,179460
2753,7,3,87543
2754,2,3,55245
2754,5,2,75438
2754,7,3,87543
2754,2,3,55245
2755,9,1,44865
2755,5,4,150876
2755,5,1,37719
2756,7,5,145905
2756,10,1,48388
2756,1,3,143910
2757,8,2,87076
2757,4,1,29756
2758,6,4,81892
2759,5,1,37719
2759,9,5,224325
2759,5,1,37719
2759,1,1,47970
2760,1,5,239850
2760,6,5,102365
2760,10,4,193552
2760,6,5,102365
2761,8,5,217690
2761,10,1,48388
2761,6,1,20473
2762,1,1,47970
2763,7,4,116724
2763,9,5,224325
2763,2,3,55245
2764,5,4,150876
2764,6,2,40946
2764,2,3,55245
2765,2,5,92075
2766,1,2,95940
2766,9,5,224325
2767,10,2,96776
2768,3,4,155092
2769,9,1,44865
2770,4,5,148780
2771,1,3,143910
2772,5,3,113157
2772,10,1,48388
2772,9,3,134595
2773,9,4,179460
2773,2,5,92075
2773,1,1,47970
2773,5,1,37719
2774,3,5,193865
2774,6,5,102365
2774,8,3,130614
2774,2,2,36830
2775,9,1,44865
2776,1,4,191880
2776,4,1,29756
2777,6,1,20473
2777,10,4,193552
2777,7,4,116724
2778,1,4,191880
2778,7,2,58362
2779,9,3,134595
2779,9,5,224325
2779,3,4,155092
2780,2,4,73660
2780,10,2,96776
2780,9,1,44865
2781,10,2,96776
2781,9,2,89730
2781,10,4,193552
2781,2,5,92075
2782,2,5,92075
2782,7,4,116724
2783,7,4,116724
2783,6,4,81892
2784,6,5,102365
2785,8,1,43538
2786,1,4,191880
2786,2,4,73660
2787,6,1,20473
2787,7,1,29181
2787,5,5,188595
2787,5,2,75438
2788,9,1,44865
2789,6,3,61419
2789,2,5,92075
2789,5,3,113157
2790,2,1,18415
2790,8,2,87076
2791,3,4,155092
2792,4,3,89268
2792,10,5,241940
2792,4,1,29756
2793,1,3,143910
2793,6,4,81892
2793,10,3,145164
2794,4,4,119024
2794,6,4,81892
2794,5,3,113157
2795,8,5,217690
2795,10,5,241940
2796,5,3,113157
2796,3,5,193865
2796,6,2,40946
2797,5,1,37719
2797,9,2,89730
2797,8,2,87076
2797,10,2,96776
2798,4,5,148780
2799,5,2,75438
2799,6,4,81892
2799,10,3,145164
2800,6,2,40946
2800,9,1,44865
2800,4,4,119024
2801,6,3,61419
2801,2,5,92075
2801,6,1,20473
2802,10,4,193552
2802,7,2,58362
2802,7,2,58362
2802,8,2,87076
2803,2,3,55245
2803,5,5,188595
2804,7,4,116724
2805,9,4,179460
2806,4,4,119024
2807,10,5,241940
2808,2,1,18415
2809,2,1,18415
2809,9,3,134595
2809,5,4,150876
2810,1,4,191880
2810,4,2,59512
2811,4,1,29756
2811,9,2,89730
2811,4,1,29756
2811,7,4,116724
2812,4,2,59512
2812,9,2,89730
2812,7,1,29181
2812,4,4,119024
2813,2,4,73660
2813,3,1,38773
2813,9,1,44865
2813,10,5,241940
2814,2,2,36830
2814,4,4,119024
2814,9,2,89730
2814,5,1,37719
2815,1,5,239850
2816,1,3,143910
2816,5,2,75438
2817,1,2,95940
2818,9,5,224325
2819,9,3,134595
2819,10,3,145164
2820,9,5,224325
2820,4,2,59512
2820,10,2,96776
2821,10,4,193552
2821,9,5,224325
2821,2,5,92075
2822,4,4,119024
2822,6,2,40946
2823,4,1,29756
2823,9,1,44865
2823,5,3,113157
2824,1,4,191880
2824,6,5,102365
2825,4,1,29756
2826,1,3,143910
2826,10,1,48388
2826,1,2,95940
2826,6,5,102365
2827,7,1,29181
2828,4,5,148780
2829,8,1,43538
2829,2,4,73660
2830,1,4,191880
2830,8,4,174152
2831,8,4,174152
2831,6,2,40946
2831,4,2,59512
2831,3,1,38773
2832,5,5,188595
2832,5,3,113157
2832,4,4,119024
2833,1,3,143910
2833,2,4,73660
2833,10,5,241940
2833,6,3,61419
2834,9,5,224325
2834,1,4,191880
2834,10,5,241940
2835,2,5,92075
2835,1,5,239850
2836,9,5,224325
2837,5,5,188595
2838,10,4,193552
2838,1,4,191880
2839,7,4,116724
2839,1,3,143910
2839,5,3,113157
2839,9,4,179460
2840,6,5,102365
2840,4,2,59512
2840,2,3,55245
2840,7,3,87543
2841,8,4,174152
2842,9,1,44865
2842,5,1,37719
2843,3,5,193865
2843,8,5,217690
2844,4,5,148780
2844,1,1,47970
2845,7,2,58362
2845,7,1,29181
2845,3,5,193865
2845,2,3,55245
2846,2,5,92075
2846,9,1,44865
2846,10,3,145164
2846,1,4,191880
2847,7,4,116724
2847,7,4,116724
2847,8,1,43538
2847,4,2,59512
2848,5,4,150876
2849,10,3,145164
2849,4,2,59512
2850,3,3,116319
2850,9,2,89730
2850,6,4,81892
2851,5,4,150876
2851,1,3,143910
2851,5,3,113157
2851,7,4,116724
2852,5,3,113157
2852,3,4,155092
2852,3,5,193865
2852,8,1,43538
2853,4,5,148780
2853,4,4,119024
2853,8,1,43538
2854,4,2,59512
2855,7,1,29181
2855,5,3,113157
2856,6,4,81892
2856,5,4,150876
2856,5,1,37719
2856,9,4,179460
2857,8,2,87076
2857,9,4,179460
2857,5,4,150876
2858,6,5,102365
2859,7,3,87543
2859,6,1,20473
2860,9,2,89730
2860,4,1,29756
2860,10,3,145164
2860,7,1,29181
2861,4,5,148780
2861,2,4,73660
2861,9,4,179460
2861,5,4,150876
2862,9,2,89730
2862,3,4,155092
2862,6,5,102365
2863,4,1,29756
2863,4,4,119024
2863,4,5,148780
2863,4,4,119024
2864,9,5,224325
2864,9,2,89730
2864,5,1,37719
2864,4,4,119024
2865,4,1,29756
2865,1,2,95940
2865,10,5,241940
2866,2,1,18415
2866,10,1,48388
2866,8,3,130614
2867,1,1,47970
2868,7,3,87543
2868,1,1,47970
2868,4,3,89268
2868,10,2,96776
2869,4,4,119024
2870,6,1,20473
2870,9,2,89730
2871,2,2,36830
2871,2,2,36830
2871,6,1,20473
2871,10,5,241940
2872,1,5,239850
2872,3,3,116319
2872,5,2,75438
2872,1,2,95940
2873,10,5,241940
2873,4,5,148780
2873,8,3,130614
2873,5,1,37719
2874,9,2,89730
2874,5,3,113157
2874,2,1,18415
2875,6,3,61419
2875,2,1,18415
2876,4,2,59512
2876,4,1,29756
2876,1,1,47970
2876,1,4,191880
2877,1,5,239850
2877,8,2,87076
2878,7,2,58362
2879,1,2,95940
2879,1,4,191880
2879,3,4,155092
2879,7,4,116724
2880,1,5,239850
2880,5,4,150876
2880,8,1,43538
2881,2,4,73660
2881,6,3,61419
2881,9,1,44865
2881,1,3,143910
2882,6,5,102365
2882,5,1,37719
2883,2,1,18415
2883,5,1,37719
2883,7,5,145905
2883,9,3,134595
2884,6,1,20473
2884,4,5,148780
2884,3,2,77546
2884,2,4,73660
2885,8,5,217690
2885,4,2,59512
2885,6,4,81892
2886,4,3,89268
2886,8,2,87076
2887,1,5,239850
2887,1,5,239850
2887,10,1,48388
2887,9,3,134595
2888,6,1,20473
2888,1,4,191880
2889,10,4,193552
2889,10,1,48388
2890,9,1,44865
2890,9,4,179460
2890,5,3,113157
2891,2,4,73660
2891,7,5,145905
2892,7,1,29181
2892,1,3,143910
2893,8,5,217690
2893,3,3,116319
2893,3,4,155092
2893,8,1,43538
2894,9,2,89730
2894,2,4,73660
2894,4,3,89268
2895,2,2,36830
2895,9,1,44865
2896,1,1,47970
2896,2,2,36830
2896,1,1,47970
2897,7,1,29181
2897,1,3,143910
2898,10,1,48388
2898,2,2,36830
2898,8,2,87076
2898,6,5,102365
2899,4,1,29756
2899,5,4,150876
2899,2,3,55245
2899,4,4,119024
2900,2,1,18415
2901,6,4,81892
2901,4,2,59512
2901,9,3,134595
2901,7,2,58362
2902,8,5,217690
2902,10,5,241940
2902,7,3,87543
2903,10,2,96776
2903,9,3,134595
2903,4,4,119024
2903,3,4,155092
2904,5,3,113157
2904,9,3,134595
2904,8,2,87076
2904,3,3,116319
2905,3,2,77546
2905,8,5,217690
2906,8,2,87076
2906,5,3,113157
2906,3,2,77546
2907,1,3,143910
2907,5,5,188595
2907,5,5,188595
2907,8,3,130614
2908,2,4,73660
2908,1,5,239850
2908,6,3,61419
2908,3,2,77546
2909,8,1,43538
2910,9,4,179460
2911,5,5,188595
2912,5,3,113157
2912,2,5,92075
2912,7,4,116724
2912,2,5,92075
2913,3,1,38773
2913,2,3,55245
2914,7,2,58362
2914,5,5,188595
2914,2,5,92075
2914,4,1,29756
2915,5,5,188595
2915,3,4,155092
2915,2,4,73660
2916,9,4,179460
2917,6,1,20473
2918,1,3,143910
2918,2,3,55245
2918,6,2,40946
2918,9,2,89730
2919,10,2,96776
2919,6,5,102365
2920,7,4,116724
2921,5,1,37719
2921,3,2,77546
2922,4,4,119024
2922,9,5,224325
2922,3,2,77546
2922,1,3,143910
2923,7,1,29181
2923,7,1,29181
2923,3,3,116319
2924,1,3,143910
2924,8,3,130614
2924,8,3,130614
2924,3,2,77546
2925,6,4,81892
2925,2,3,55245
2925,3,5,193865
2926,10,3,145164
2926,2,1,18415
2926,4,4,119024
2927,9,2,89730
2927,8,1,43538
2927,7,2,58362
2927,3,4,155092
2928,1,1,47970
2928,7,3,87543
2928,8,4,174152
2928,8,5,217690
2929,8,3,130614
2929,5,2,75438
2929,10,5,241940
2929,2,5,92075
2930,7,2,58362
2931,8,1,43538
2932,10,4,193552
2932,10,4,193552
2933,10,5,241940
2934,1,3,143910
2934,7,3,87543
2935,7,4,116724
2935,1,3,143910
2935,1,4,191880
2935,4,3,89268
2936,2,5,92075
2936,7,2,58362
2936,4,2,59512
2936,6,2,40946
2937,9,3,134595
2937,1,5,239850
2938,5,2,75438
2938,5,5,188595
2938,6,4,81892
2938,4,4,119024
2939,6,5,102365
2940,10,1,48388
2940,6,3,61419
2941,9,3,134595
2941,9,5,224325
2941,9,3,134595
2942,9,4,179460
2942,5,2,75438
2942,9,3,134595
2943,6,5,102365
2943,6,4,81892
2944,1,4,191880
2945,6,1,20473
2945,3,3,116319
2946,2,5,92075
2947,1,4,191880
2948,7,5,145905
2948,8,2,87076
2949,10,2,96776
2949,3,2,77546
2950,3,5,193865
2950,3,5,193865
2951,6,2,40946
2951,3,3,116319
2951,4,5,148780
2952,4,5,148780
2952,3,1,38773
2952,8,5,217690
2952,6,4,81892
2953,4,3,89268
2953,6,3,61419
2953,1,2,95940
2953,3,5,193865
2954,6,2,40946
2954,5,2,75438
2955,1,2,95940
2955,8,3,130614
2956,4,2,59512
2956,10,3,145164
2957,5,1,37719
2957,3,1,38773
2957,4,3,89268
2958,4,1,29756
2959,3,3,116319
2960,8,4,174152
2960,5,3,113157
2960,10,1,48388
2961,1,3,143910
2961,3,4,155092
2961,3,5,193865
2961,2,1,18415
2962,4,5,148780
2962,10,3,145164
2962,10,5,241940
2962,8,1,43538
2963,5,4,150876
2963,3,4,155092
2964,1,5,239850
2964,8,4,174152
2964,2,3,55245
2964,3,2,77546
2965,9,5,224325
2965,3,3,116319
2965,1,2,95940
2966,1,3,143910
2966,5,4,150876
2966,6,3,61419
2966,1,1,47970
2967,3,2,77546
2967,8,5,217690
2968,9,2,89730
2968,9,1,44865
2969,2,5,92075
2970,6,4,81892
2971,1,4,191880
2971,10,3,145164
2971,9,3,134595
2971,8,2,87076
2972,4,4,119024
2972,7,4,116724
2973,10,3,145164
2974,5,1,37719
2974,1,1,47970
2975,1,3,143910
2975,5,2,75438
2975,5,5,188595
2975,6,2,40946
2976,2,4,73660
2976,3,5,193865
2977,2,3,55245
2977,1,2,95940
2978,9,2,89730
2978,2,1,18415
2978,8,4,174152
2978,7,1,29181
2979,4,5,148780
2980,4,4,119024
2981,6,3,61419
2982,2,2,36830
2983,9,3,134595
2983,10,2,96776
2984,9,3,134595
2984,1,5,239850
2984,7,2,58362
2985,4,1,29756
2985,1,2,95940
2986,3,3,116319
2986,4,2,59512
2986,9,4,179460
2986,9,5,224325
2987,2,1,18415
2987,4,4,119024
2987,8,3,130614
2987,6,5,102365
2988,5,3,113157
2989,1,2,95940
2989,6,2,40946
2990,2,5,92075
2990,10,2,96776
2991,3,1,38773
2991,6,5,102365
2991,3,1,38773
2992,10,3,145164
2993,6,2,40946
2994,3,1,38773
2995,7,3,87543
2995,5,1,37719
2995,10,5,241940
2995,3,3,116319
2996,3,5,193865
2996,1,4,191880
2996,2,3,55245
2997,6,5,102365
2997,6,3,61419
2997,5,5,188595
2997,8,5,217690
2998,3,1,38773
2998,3,5,193865
2999,7,4,116724
2999,10,2,96776
2999,8,3,130614
3000,8,4,174152
3000,9,4,179460
3000,4,4,119024
3000,9,3,134595
3001,6,4,81892
3001,9,5,224325
3001,8,5,217690
3002,7,1,29181
3003,10,3,145164
3003,9,5,224325
3003,3,4,155092
3003,3,2,77546
3004,8,2,87076
3004,1,3,143910
3004,9,4,179460
3005,9,1,44865
3005,4,1,29756
3006,6,4,81892
3006,6,1,20473
3007,7,4,116724
3007,3,1,38773
3008,2,5,92075
3008,4,1,29756
3009,6,2,40946
3010,5,1,37719
3010,1,4,191880
3010,10,5,241940
3010,4,1,29756
3011,10,3,145164
3012,9,1,44865
3012,2,5,92075
3012,3,1,38773
3012,3,1,38773
3013,8,1,43538
3013,6,4,81892
3013,3,1,38773
3014,3,3,116319
3015,4,5,148780
3015,1,5,239850
3015,10,5,241940
3016,9,3,134595
3016,4,4,119024
3016,10,1,48388
3016,4,5,148780
3017,1,2,95940
3018,5,4,150876
3018,8,2,87076
3019,5,4,150876
3019,6,4,81892
3020,2,1,18415
3020,7,1,29181
3020,2,4,73660
3020,2,2,36830
3021,3,5,193865
3022,5,4,150876
3022,3,1,38773
3023,5,5,188595
3023,7,3,87543
3024,2,2,36830
3024,10,2,96776
3025,1,4,191880
3025,6,4,81892
3025,1,4,191880
3025,10,5,241940
3026,5,5,188595
3026,2,4,73660
3027,6,5,102365
3027,10,1,48388
3027,1,5,239850
3028,2,5,92075
3028,9,3,134595
3029,4,1,29756
3029,4,3,89268
3029,7,4,116724
3029,2,4,73660
3030,5,1,37719
3030,6,3,61419
3030,2,5,92075
3031,1,1,47970
3031,8,3,130614
3031,2,1,18415
3031,6,2,40946
3032,4,3,89268
3033,1,5,239850
3033,5,3,113157
3033,7,4,116724
3034,7,4,116724
3034,9,4,179460
3035,1,2,95940
3035,8,5,217690
3035,2,1,18415
3035,10,4,193552
3036,9,4,179460
3036,5,1,37719
3037,7,2,58362
3038,9,3,134595
3038,9,3,134595
3038,9,3,134595
3038,6,2,40946
3039,8,4,174152
3040,2,3,55245
3041,3,4,155092
3041,3,1,38773
3041,9,2,89730
3042,8,4,174152
3042,6,5,102365
3042,4,5,148780
3043,7,1,29181
3043,4,4,119024
3044,8,1,43538
3044,3,1,38773
3044,4,2,59512
3044,4,2,59512
3045,10,2,96776
3046,9,5,224325
3046,4,1,29756
3046,4,2,59512
3047,9,2,89730
3047,4,2,59512
3047,1,2,95940
3047,4,5,148780
3048,1,2,95940
3048,10,2,96776
3049,3,5,193865
3049,4,5,148780
3049,7,3,87543
3049,2,4,73660
3050,3,4,155092
3050,5,2,75438
3051,5,5,188595
3051,7,3,87543
3051,4,4,119024
3051,4,5,148780
3052,1,1,47970
3052,9,4,179460
3052,7,4,116724
3052,5,4,150876
3053,7,5,145905
3053,10,1,48388
3053,1,2,95940
3053,2,5,92075
3054,10,5,241940
3054,6,4,81892
3054,1,5,239850
3055,7,5,145905
3055,6,1,20473
3055,6,2,40946
3055,2,1,18415
3056,4,1,29756
3056,5,2,75438
3056,2,2,36830
3057,7,4,116724
3058,3,4,155092
3059,4,3,89268
3059,10,4,193552
3059,2,3,55245
3060,3,3,116319
3061,5,1,37719
3061,6,5,102365
3061,10,1,48388
3062,9,3,134595
3063,8,3,130614
3064,1,1,47970
3065,1,1,47970
3065,8,1,43538
3066,6,3,61419
3066,10,1,48388
3066,2,5,92075
3067,8,1,43538
3067,4,4,119024
3067,4,1,29756
3067,8,1,43538
3068,10,3,145164
3068,1,1,47970
3068,3,1,38773
3068,8,4,174152
3069,2,5,92075
3069,8,2,87076
3069,2,1,18415
3070,2,3,55245
3071,8,3,130614
3071,3,1,38773
3071,3,1,38773
3071,1,2,95940
3072,5,3,113157
3072,2,2,36830
3073,9,2,89730
3073,8,1,43538
3074,2,4,73660
3074,10,3,145164
3075,6,2,40946
3076,5,1,37719
3077,1,5,239850
3077,10,2,96776
3077,4,4,119024
3078,3,1,38773
3078,5,3,113157
3079,6,2,40946
3079,8,3,130614
3079,7,5,145905
3079,6,5,102365
3080,2,2,36830
3081,1,5,239850
3082,2,1,18415
3082,9,3,134595
3082,8,1,43538
3082,7,2,58362
3083,4,2,59512
3084,2,4,73660
3084,2,5,92075
3084,2,4,73660
3085,8,4,174152
3085,6,2,40946
3085,2,1,18415
3085,3,4,155092
3086,7,4,116724
3086,5,4,150876
3087,8,2,87076
3087,7,5,145905
3087,5,2,75438
3087,9,3,134595
3088,9,5,224325
3089,7,4,116724
3089,8,3,130614
3090,3,1,38773
3090,3,4,155092
3091,1,4,191880
3091,7,4,116724
3092,3,1,38773
3092,9,4,179460
3093,7,3,87543
3093,2,5,92075
3093,1,1,47970
3093,1,3,143910
3094,1,2,95940
3095,6,1,20473
3095,6,1,20473
3095,10,2,96776
3096,10,2,96776
3096,5,1,37719
3097,3,3,116319
3097,5,2,75438
3097,9,5,224325
3097,4,2,59512
3098,7,5,145905
3098,10,4,193552
3098,9,2,89730
3098,6,3,61419
3099,4,5,148780
3100,4,5,148780
3100,1,1,47970
3101,7,5,145905
3102,10,5,241940
3103,10,3,145164
3103,2,3,55245
3103,10,3,145164
3103,1,1,47970
3104,1,3,143910
3104,3,1,38773
3104,9,3,134595
3105,5,2,75438
